FID,INSPIREID,COUNTRY,NATLEVNAME,NATCODE,NAMEUNIT,CODNUT1,CODNUT2,CODNUT3,COD_INE,COD_PROV,NOM_ETIQ,HABITANTES,DENSIDAD,SUP_KM2,CP,SHAPE_Length,SHAPE_Area
879,ES.IGN.SIGLIM34084545158,ES,Municipio,34084545158,Santa Olalla,ES4,ES42,ES425,45158,45,Santa Olalla,3217,44.32,72.571666,45530,68159.1853810382,123930056.365524
880,ES.IGN.SIGLIM34084545162,ES,Municipio,34084545162,Sevilleja de la Jara,ES4,ES42,ES425,45162,45,Sevilleja de la Jara,698,2.98,234.021496,45671,116719.115055255,393757604.625901
881,ES.IGN.SIGLIM34084545163,ES,Municipio,34084545163,Sonseca,ES4,ES42,ES425,45163,45,Sonseca,11021,185.34,59.460673,45100,47242.6836239162,100562631.739985
882,ES.IGN.SIGLIM34084545167,ES,Municipio,34084545167,El Toboso,ES4,ES42,ES425,45167,45,El Toboso,1783,12.37,144.083927,45820,74577.0909236861,242302867.711162
883,ES.IGN.SIGLIM34084545168,ES,Municipio,34084545168,Toledo,ES4,ES42,ES425,45168,45,Toledo,84282,363.18,232.063336,45000,167418.091574049,394562311.19748
884,ES.IGN.SIGLIM34084545164,ES,Municipio,34084545164,Sotillo de las Palomas,ES4,ES42,ES425,45164,45,Sotillo de las Palomas,193,10.34,18.657355,45635,27458.7286736919,32239855.9201139
885,ES.IGN.SIGLIM34084545165,ES,Municipio,34084545165,Talavera de la Reina,ES4,ES42,ES425,45165,45,Talavera de la Reina,83009,447.16,185.630557,45600,154886.856277697,318821308.439839
886,ES.IGN.SIGLIM34084545169,ES,Municipio,34084545169,Torralba de Oropesa,ES4,ES42,ES425,45169,45,Torralba de Oropesa,213,9.1,23.402619,45569,32698.0407891468,39949158.0070143
887,ES.IGN.SIGLIM34084545166,ES,Municipio,34084545166,Tembleque,ES4,ES42,ES425,45166,45,Tembleque,1996,8.96,222.764625,45780,88646.9615364691,376908943.920047
888,ES.IGN.SIGLIM34084545174,ES,Municipio,34084545174,Totanés,ES4,ES42,ES425,45174,45,Totanés,346,13.32,25.974418,45163,30560.993648389,44062066.9243736
889,ES.IGN.SIGLIM34084545170,ES,Municipio,34084545170,Torrecilla de la Jara,ES4,ES42,ES425,45170,45,Torrecilla de la Jara,225,3.19,70.360661,45651,67656.9084724703,119359990.18865
890,ES.IGN.SIGLIM34084545175,ES,Municipio,34084545175,Turleque,ES4,ES42,ES425,45175,45,Turleque,768,7.62,100.762601,45789,55455.2060871563,170062685.877859
891,ES.IGN.SIGLIM34084545171,ES,Municipio,34084545171,La Torre de Esteban Hambrán,ES4,ES42,ES425,45171,45,La Torre de Esteban Hambrán,1702,33.72,50.466882,45920,42122.6346496399,86920969.5489418
892,ES.IGN.SIGLIM34084545176,ES,Municipio,34084545176,Ugena,ES4,ES42,ES425,45176,45,Ugena,5336,353.51,15.094329,45217,24176.2618275568,26520851.5133411
893,ES.IGN.SIGLIM34084545172,ES,Municipio,34084545172,Torrico,ES4,ES42,ES425,45172,45,Torrico,731,21.79,33.539639,45572,41360.5048858905,56922007.9625576
894,ES.IGN.SIGLIM34084545173,ES,Municipio,34084545173,Torrijos,ES4,ES42,ES425,45173,45,Torrijos,13278,765.08,17.354914,45500,24150.4271557765,29575622.5858174
895,ES.IGN.SIGLIM34084545177,ES,Municipio,34084545177,Urda,ES4,ES42,ES425,45177,45,Urda,2558,11.74,217.875523,45480,77332.24140281,364887462.115158
896,ES.IGN.SIGLIM34084545184,ES,Municipio,34084545184,Las Ventas de San Julián,ES4,ES42,ES425,45184,45,Las Ventas de San Julián,229,35.58,6.435426,45568,22605.0622244976,11132219.5033477
897,ES.IGN.SIGLIM34084545179,ES,Municipio,34084545179,Valdeverdeja,ES4,ES42,ES425,45179,45,Valdeverdeja,586,8.61,68.040113,45572,50394.1985750431,115188911.258731
898,ES.IGN.SIGLIM34084545180,ES,Municipio,34084545180,Valmojado,ES4,ES42,ES425,45180,45,Valmojado,4218,160.88,26.217605,45940,32418.3742267127,45015878.0180189
899,ES.IGN.SIGLIM34084545181,ES,Municipio,34084545181,Velada,ES4,ES42,ES425,45181,45,Velada,2865,19.91,143.891719,45612,83170.2042827615,246858403.494947
900,ES.IGN.SIGLIM34084545182,ES,Municipio,34084545182,Las Ventas con Peña Aguilera,ES4,ES42,ES425,45182,45,Las Ventas con Peña Aguilera,1127,8.04,140.119548,45127,68740.946769491,236046074.738176
901,ES.IGN.SIGLIM34084545183,ES,Municipio,34084545183,Las Ventas de Retamosa,ES4,ES42,ES425,45183,45,Las Ventas de Retamosa,3268,173.06,18.882852,45183,33271.4366908735,32391522.5109959
902,ES.IGN.SIGLIM34084545185,ES,Municipio,34084545185,Villacañas,ES4,ES42,ES425,45185,45,Villacañas,9689,36.12,268.240322,45860,95275.5639501338,452617843.654708
903,ES.IGN.SIGLIM34084545186,ES,Municipio,34084545186,La Villa de Don Fadrique,ES4,ES42,ES425,45186,45,La Villa de Don Fadrique,3723,44.72,83.238279,45850,56384.3729997858,140359463.329272
904,ES.IGN.SIGLIM34084545187,ES,Municipio,34084545187,Villafranca de los Caballeros,ES4,ES42,ES425,45187,45,Villafranca de los Caballeros,4929,46.15,106.790252,45730,60701.6547409576,179189379.639907
905,ES.IGN.SIGLIM34084545190,ES,Municipio,34084545190,Villaminaya,ES4,ES42,ES425,45190,45,Villaminaya,539,25.33,21.274713,45440,30654.340237611,36001521.8429497
906,ES.IGN.SIGLIM34084545191,ES,Municipio,34084545191,Villamuelas,ES4,ES42,ES425,45191,45,Villamuelas,620,14.28,43.387647,45749,42229.0894340175,73559841.1509782
907,ES.IGN.SIGLIM34084545192,ES,Municipio,34084545192,Villanueva de Alcardete,ES4,ES42,ES425,45192,45,Villanueva de Alcardete,3298,22.39,147.263419,45810,74797.7310854965,248934840.97312
908,ES.IGN.SIGLIM34084545193,ES,Municipio,34084545193,Villanueva de Bogas,ES4,ES42,ES425,45193,45,Villanueva de Bogas,728,12.64,57.595016,45410,44455.962810183,97225806.7438391
909,ES.IGN.SIGLIM34084545194,ES,Municipio,34084545194,Villarejo de Montalbán,ES4,ES42,ES425,45194,45,Villarejo de Montalbán,73,1.12,65.066824,45179,51853.8873005357,110793690.668168
910,ES.IGN.SIGLIM34084545195,ES,Municipio,34084545195,Villarrubia de Santiago,ES4,ES42,ES425,45195,45,Villarrubia de Santiago,2582,16.62,155.278677,45360,66991.8051934054,264312159.152155
911,ES.IGN.SIGLIM34084545196,ES,Municipio,34084545196,Villaseca de la Sagra,ES4,ES42,ES425,45196,45,Villaseca de la Sagra,1793,56.7,31.617913,45260,38006.1374463588,54253139.7522172
912,ES.IGN.SIGLIM34084545197,ES,Municipio,34084545197,Villasequilla,ES4,ES42,ES425,45197,45,Villasequilla,2496,32.47,76.851748,45740,53445.3376515936,130771222.281237
913,ES.IGN.SIGLIM34084545198,ES,Municipio,34084545198,Villatobas,ES4,ES42,ES425,45198,45,Villatobas,2390,13.17,181.374636,45310,78576.1576664855,308677817.730557
914,ES.IGN.SIGLIM34084545199,ES,Municipio,34084545199,El Viso de San Juan,ES4,ES42,ES425,45199,45,El Viso de San Juan,4351,82.02,53.042339,45215,51401.0566694475,90921285.7729068
915,ES.IGN.SIGLIM34084545200,ES,Municipio,34084545200,Los Yébenes,ES4,ES42,ES425,45200,45,Los Yébenes,5983,8.83,676.817575,45470,192730.730658039,1136869418.96056
916,ES.IGN.SIGLIM34084545201,ES,Municipio,34084545201,Yeles,ES4,ES42,ES425,45201,45,Yeles,5164,254.23,20.311983,45220,27258.4207842555,34995458.2590739
917,ES.IGN.SIGLIM34084545202,ES,Municipio,34084545202,Yepes,ES4,ES42,ES425,45202,45,Yepes,5083,59.94,84.79464,45313,74635.4994834411,144060675.51833
918,ES.IGN.SIGLIM34084545203,ES,Municipio,34084545203,Yuncler,ES4,ES42,ES425,45203,45,Yuncler,3759,215.19,17.467766,45529,34432.0225049184,29918827.0193416
919,ES.IGN.SIGLIM34084545204,ES,Municipio,34084545204,Yunclillos,ES4,ES42,ES425,45204,45,Yunclillos,809,26.04,31.067536,45591,39932.9016269224,53025831.2896226
920,ES.IGN.SIGLIM34084545205,ES,Municipio,34084545205,Yuncos,ES4,ES42,ES425,45205,45,Yuncos,10968,725.98,15.10771,45210,21269.2229570362,26078118.7444598
921,ES.IGN.SIGLIM34084545901,ES,Municipio,34084545901,Santo Domingo-Caudilla,ES4,ES42,ES425,45901,45,Santo Domingo-Caudilla,1024,19.09,53.615358,45526,58809.5806644423,91828081.856988
